id,Tên bác sĩ,Chuyên môn,Tóm tắt,Thông tin chính,Link
doctor_bs-cki-le-thi-thanh-tam,BS.CKI. Lê Thị Thanh Tâm,Bác sĩ Tâm thần,"Trong hành trình sự nghiệp, bác sĩ Thanh Tâm đã tích lũy kinh nghiệm lâm sàng phong phú tại các cơ sở y tế uy tín: Bệnh viện Tâm thần TP. Cần Thơ, Bệnh viện Tâm thần TP.HCM, Khoa Nội Thần kinh – Tâm thần Bệnh viện Nguyễn Tri Phương, Phòng khám chuyên sâu giấc ngủ – Tâm thần kinh HYPPO Clinic. Tốt nghiệp Bác sĩ Đa khoa từ Đại học Y Dược Cần Thơ (2018), bác sĩ Thanh Tâm tiếp tục hoàn thành Chứng chỉ Chuyên khoa Tâm thần và chương trình Bác sĩ Chuyên khoa I – Tâm thần tại Đại học Y Dược TP.","Tốt nghiệp Bác sĩ Đa khoa từ Đại học Y Dược Cần Thơ (2018), bác sĩ Thanh Tâm tiếp tục hoàn thành Chứng chỉ Chuyên khoa Tâm thần và chương trình Bác sĩ Chuyên khoa I – Tâm thần tại Đại học Y Dược TP. | Trong hành trình sự nghiệp, bác sĩ Thanh Tâm đã tích lũy kinh nghiệm lâm sàng phong phú tại các cơ sở y tế uy tín: Bệnh viện Tâm thần TP. | Cần Thơ, Bệnh viện Tâm thần TP.HCM, Khoa Nội Thần kinh – Tâm thần Bệnh viện Nguyễn Tri Phương, Phòng khám chuyên sâu giấc ngủ – Tâm thần kinh HYPPO Clinic. | Hiện tại, bác sĩ đang làm việc tại Bệnh viện Quốc tế Hạnh Phúc (2026) với vai trò Bác sĩ Tâm thần – Tâm lý, mang đến dịch vụ chăm sóc sức khỏe tâm thần chuẩn quốc tế. | Sự tận tụy và chuyên môn của bác sĩ đã được ngành y tế ghi nhận qua danh hiệu Chiến sĩ thi đua Sở Y tế TP.HCM (2024) và Chiến sĩ thi đua Sở Y tế TP.Cần Thơ (2020). | Phụ nữ: Rối loạn tâm thần thai kỳ & trầm cảm sau sinh. | Kỹ thuật điều trị tiên tiến: Ứng dụng thành thạo kích thích từ trường xuyên sọ (rTMS) – phương pháp điều trị không dùng thuốc, an toàn và hiệu quả cao cho trầm cảm, OCD và rối loạn giấc ngủ. | Bác sĩ tin rằng điều trị tâm thần không dừng lại ở việc “hết triệu chứng”, mà là một hành trình chữa lành, giúp mỗi người tìm lại sự cân bằng nội tâm để sống một cuộc đời trọn vẹn và hạnh phúc hơn.",https://www.hanhphuchospital.com/bac-si/bs-cki-le-thi-thanh-tam/
doctor_ths-bs-cai-thi-thuy-trang,ThS. BS. Cái Thị Thuỳ Trang,Bác sĩ Nhi Khoa,"Với 15 năm kinh nghiệm trong lĩnh vực Nhi khoa, bác sĩ Cái Thị Thùy Trang luôn tận tâm chăm sóc và mang đến chất lượng điều trị tốt nhất cho các bé. Bác sĩ Cái Thị Thùy Trang tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Huế năm 2009 và nhận bằng Thạc sĩ Nhi khoa tại đây vào năm 2012.","Với 15 năm kinh nghiệm trong lĩnh vực Nhi khoa, bác sĩ Cái Thị Thùy Trang luôn tận tâm chăm sóc và mang đến chất lượng điều trị tốt nhất cho các bé. | Bác sĩ Cái Thị Thùy Trang tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Huế năm 2009 và nhận bằng Thạc sĩ Nhi khoa tại đây vào năm 2012.",https://www.hanhphuchospital.com/bac-si/ths-bs-cai-thi-thuy-trang/
doctor_bs-ckii-vo-thi-cam-hien,BS.CKII. Võ Thị Cẩm Hiền,Bác sĩ Gây mê hồi sức,"Với 25 năm kinh nghiệm trong lĩnh vực Gây mê hồi sức, Bác sĩ Nguyễn Thị Cẩm Hiền luôn tận tâm vì sức khỏe của người bệnh và được đánh giá cao bởi chuyên môn y tế sâu rộng cùng niềm đam mê cập nhật kiến thức y khoa mới. Bác sĩ Võ Thị Cẩm Hiền tốt nghiệp Bác sĩ Đa khoa tại Đại học Y khoa Phạm Ngọc Thạch vào năm 1998 và tiếp tục nhận bằng Bác sĩ Chuyên khoa I và II về Gây mê hồi sức tại Đại học Y Dược Thành phố Hồ Chí Minh lần lượt vào năm 2008 và 2018.","Với 25 năm kinh nghiệm trong lĩnh vực Gây mê hồi sức, Bác sĩ Nguyễn Thị Cẩm Hiền luôn tận tâm vì sức khỏe của người bệnh và được đánh giá cao bởi chuyên môn y tế sâu rộng cùng niềm đam mê cập nhật kiến thức y khoa mới. | Bác sĩ Võ Thị Cẩm Hiền tốt nghiệp Bác sĩ Đa khoa tại Đại học Y khoa Phạm Ngọc Thạch vào năm 1998 và tiếp tục nhận bằng Bác sĩ Chuyên khoa I và II về Gây mê hồi sức tại Đại học Y Dược Thành phố Hồ Chí Minh lần lượt vào năm 2008 và 2018.",https://www.hanhphuchospital.com/bac-si/bs-ckii-vo-thi-cam-hien/
doctor_bs-hoang-vu-khanh-hai,ThS.BS. Hoàng Vũ Khánh Hải,Bác sĩ Gây mê hồi sức,"Bác sĩ Hoàng Vũ Khánh Hải tốt nghiệp Bác sĩ đa khoa tại Trường Đại học Y Dược Huế vào năm 2014, là bác sĩ gây mê, hồi sức và giảm đau với hơn 10 năm kinh nghiệm trong nghề. Bác sĩ Hải đã gây mê thành công, hỗ trợ kiểm soát các cơn đau trong quá trình sinh của nhiều sản phụ, giúp giảm đau an toàn cho nhiều người bệnh trong suốt thời gian làm việc của mình.","Bác sĩ Hoàng Vũ Khánh Hải tốt nghiệp Bác sĩ đa khoa tại Trường Đại học Y Dược Huế vào năm 2014, là bác sĩ gây mê, hồi sức và giảm đau với hơn 10 năm kinh nghiệm trong nghề. | Bác sĩ Hải đã gây mê thành công, hỗ trợ kiểm soát các cơn đau trong quá trình sinh của nhiều sản phụ, giúp giảm đau an toàn cho nhiều người bệnh trong suốt thời gian làm việc của mình.",https://www.hanhphuchospital.com/bac-si/bs-hoang-vu-khanh-hai/
doctor_ths-bscki-tran-tan-loc,ThS.BS.CKI. Trần Tấn Lộc,Bác sĩ Ngoại Nhi,"Điều trị các bệnh lý sơ sinh, ung bướu, chấn thương nhi khoa như: Nang ống mật chủ, thoát vị hoành, teo thực quản, tắc tá tràng, teo ruột non, ruột xoay bất toàn, thoát vị bẹn, nang thừng tinh,nang giáp lưỡi, tinh hoàn ẩn, hạch nách sau chích BCG. Hỗ trợ điều trị các trường hợp chấn thương, gãy xương, tổn thương mềm ở trẻ em. Với mong muốn nâng cao chất lượng y tế và mang đến những phương pháp điều trị tiên tiến nhất, bác sĩ luôn không ngừng học hỏi và chia sẻ kiến thức, góp phần vào sự phát triển của ngành Ngoại Nhi tại Việt Nam.","Điều trị các bệnh lý sơ sinh, ung bướu, chấn thương nhi khoa như: Nang ống mật chủ, thoát vị hoành, teo thực quản, tắc tá tràng, teo ruột non, ruột xoay bất toàn, thoát vị bẹn, nang thừng tinh,nang giáp lưỡi, tinh hoàn ẩn, hạch nách sau chích BCG | Hỗ trợ điều trị các trường hợp chấn thương, gãy xương, tổn thương mềm ở trẻ em. | Ngoài vai trò bác sĩ, bác sĩ còn là người thầy tận tụy, đóng góp cho nghiên cứu khoa học và đào tạo thế hệ trẻ. | Với mong muốn nâng cao chất lượng y tế và mang đến những phương pháp điều trị tiên tiến nhất, bác sĩ luôn không ngừng học hỏi và chia sẻ kiến thức, góp phần vào sự phát triển của ngành Ngoại Nhi tại Việt Nam.",https://www.hanhphuchospital.com/bac-si/ths-bscki-tran-tan-loc/
doctor_bs-ckii-nguyen-thanh-vinh,BS.CKII. Nguyễn Thanh Vinh,Bác sĩ Phẫu thuật tạo hình – Thẩm mỹ,"Với hơn 20 năm kinh nghiệm trong lĩnh vực Thẩm Mỹ, bác sĩ Nguyễn Thanh Vinh là một trong những chuyên gia uy tín, sở hữu tay nghề cao và chuyên môn tốt. Bác sĩ Vinh tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược TP.HCM năm 2002 và có bằng Bác sĩ Chuyên khoa I về Ngoại khoa tại Đại học Y Hà Nội năm 2011, bằng Bác sĩ Chuyên khoa II về Ngoại khoa tại Đại học Y Hà Nội vào năm 2014. Bác sĩ Vinh không chỉ thực hiện thành công các kỹ thuật làm đẹp phức tạp mà còn được nhiều khách hàng tin tưởng lựa chọn khi thực hiện: tiêm filler theo kỹ thuật MD code mà không cần phẫu thuật căng da mặt; Đặt túi ngực với công nghệ 6.0 độc quyền: không đặt dẫn lưu, không cần cắt chỉ, không băng bó, không mặc áo định hình, không cần rửa vết thương và thay băng, không phải massage; Độc quyền công nghệ nâng mũi tái cấu trúc & sụn sườn tự thân kết hợp độn hố lê bằng sụn sườn mà không cần dẫn lưu hoặc dùng merocel trong mũi.","Với hơn 20 năm kinh nghiệm trong lĩnh vực Thẩm Mỹ, bác sĩ Nguyễn Thanh Vinh là một trong những chuyên gia uy tín, sở hữu tay nghề cao và chuyên môn tốt. | Bác sĩ Vinh không chỉ thực hiện thành công các kỹ thuật làm đẹp phức tạp mà còn được nhiều khách hàng tin tưởng lựa chọn khi thực hiện: tiêm filler theo kỹ thuật MD code mà không cần phẫu thuật căng da mặt; Đặt túi ngực với công nghệ 6.0 độc quyền: không đặt dẫn lưu, không cần cắt chỉ, không băng bó, không mặc áo định hình, không cần rửa vết thương và thay băng, không phải massage; Độc quyền công nghệ nâng mũi tái cấu trúc & sụn sườn tự thân kết hợp độn hố lê bằng sụn sườn mà không cần dẫn lưu hoặc dùng merocel trong mũi. | Bác sĩ Thanh Vinh đã và đang đồng hành cùng nhiều khách hàng quay trở lại với vẻ đẹp thời thanh xuân, trở về với gương mặt của chính mình từ 10 – 15 năm trước. | Bác sĩ Vinh tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược TP.HCM năm 2002 và có bằng Bác sĩ Chuyên khoa I về Ngoại khoa tại Đại học Y Hà Nội năm 2011, bằng Bác sĩ Chuyên khoa II về Ngoại khoa tại Đại học Y Hà Nội vào năm 2014",https://www.hanhphuchospital.com/bac-si/bs-ckii-nguyen-thanh-vinh/
doctor_bs-cki-doan-kim-khue,BS.CKI. Đoàn Kim Khuê,Bác sĩ Nhi Khoa,"Bác sĩ Đoàn Kim Khuê có 18 năm kinh nghiệm trong việc chẩn đoán và điều trị các bệnh lý ở trẻ em và đã từng công tác tại nhiều bệnh viện uy tín trên cả nước. Với tinh thần học hỏi không ngừng, bác sĩ Khuê luôn tích cực tham gia các khóa học chuyên sâu để nâng cao kỹ năng và kiến thức chuyên môn. Bác sĩ Đoàn Kim Khuê tốt nghiệp Bác sĩ Đa khoa tại Trường Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2006 và tiếp tục lấy bằng Bác sĩ Chuyên khoa I về Nhi khoa tại đây vào năm 2017.","Bác sĩ Đoàn Kim Khuê có 18 năm kinh nghiệm trong việc chẩn đoán và điều trị các bệnh lý ở trẻ em và đã từng công tác tại nhiều bệnh viện uy tín trên cả nước. | Với tinh thần học hỏi không ngừng, bác sĩ Khuê luôn tích cực tham gia các khóa học chuyên sâu để nâng cao kỹ năng và kiến thức chuyên môn. | Bác sĩ Đoàn Kim Khuê tốt nghiệp Bác sĩ Đa khoa tại Trường Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2006 và tiếp tục lấy bằng Bác sĩ Chuyên khoa I về Nhi khoa tại đây vào năm 2017.",https://www.hanhphuchospital.com/bac-si/bs-cki-doan-kim-khue/
doctor_bs-cki-vo-nguyen-duy-hoa,BS.CKI. Võ Nguyễn Duy Hòa,Bác sĩ Ngoại tiết niệu – Nam khoa,"Không chỉ là một bác sĩ Ngoại Tiết Niệu – Nam khoa với gần một thập kỷ kinh nghiệm, BS.CKI. Sau khi tốt nghiệp Bác sĩ Đa khoa, bác sĩ tiếp tục hoàn thành Chuyên khoa I – Ngoại Tiết Niệu, không ngừng trau dồi kỹ năng và kiến thức chuyên sâu. Chẩn đoán và điều trị sỏi đường tiết niệu.","Không chỉ là một bác sĩ Ngoại Tiết Niệu – Nam khoa với gần một thập kỷ kinh nghiệm, BS.CKI. | Võ Nguyễn Duy Hòa còn được biết đến là một gương mặt bác sĩ trẻ giàu bản lĩnh, đã sớm định hình con đường y khoa của mình với nền tảng tri thức vững chắc từ Đại học Y Dược TP.HCM. | Sau khi tốt nghiệp Bác sĩ Đa khoa, bác sĩ tiếp tục hoàn thành Chuyên khoa I – Ngoại Tiết Niệu, không ngừng trau dồi kỹ năng và kiến thức chuyên sâu. | Chẩn đoán và điều trị sỏi đường tiết niệu. | Điều trị các bệnh lý tuyến tiền liệt, rối loạn cương, xuất tinh sớm… | Quản lý và điều trị các rối loạn tiểu tiện, viêm bàng quang, nhiễm khuẩn đường tiết niệu… | Phẫu thuật nam khoa: sinh thiết tinh hoàn, mào tinh hoàn, tinh hoàn ẩn, thoát vị bẹn, hẹp bao quy đầu… | Võ Nguyễn Duy Hòa còn luôn được bệnh nhân và đồng nghiệp đánh giá cao bởi sự tận tâm, phong thái gần gũi, nhẹ nhàng, giúp người bệnh cảm thấy an tâm và thoải mái trong suốt quá trình điều trị.",https://www.hanhphuchospital.com/bac-si/bs-cki-vo-nguyen-duy-hoa/
doctor_bs-cki-lam-thi-mai-lien,BS.CKI. Lâm Thị Mai Liên,Bác sĩ Nhi Khoa,"Hơn 23 kinh nghiệm trong lĩnh vực Nhi khoa và Dinh dưỡng, bác sĩ Lâm Thị Mai Liên đã trở thành chuyên gia uy tín sở hữu kiến thức chuyên môn sâu rộng cùng kỹ năng thực hành thành thạo, giúp chẩn đoán và điều trị hiệu quả các rối loạn nhi khoa và bệnh lý liên quan đến dinh dưỡng. Bác sĩ Lâm Thị Mai Liên tốt nghiệp tại Đại học Y Dược Thành phố Hồ Chí Minh năm 1996 và tiếp tục có bằng Bác sĩ Chuyên khoa I về Nhi khoa vào năm 1999. Với tinh thần học hỏi không ngừng, bác sĩ Mai Liên luôn cập nhật kiến thức y khoa mới nhất từ nhiều cơ sở và tổ chức y tế uy tín trong và ngoài nước.","Hơn 23 kinh nghiệm trong lĩnh vực Nhi khoa và Dinh dưỡng, bác sĩ Lâm Thị Mai Liên đã trở thành chuyên gia uy tín sở hữu kiến thức chuyên môn sâu rộng cùng kỹ năng thực hành thành thạo, giúp chẩn đoán và điều trị hiệu quả các rối loạn nhi khoa và bệnh lý liên quan đến dinh dưỡng. | Với tinh thần học hỏi không ngừng, bác sĩ Mai Liên luôn cập nhật kiến thức y khoa mới nhất từ nhiều cơ sở và tổ chức y tế uy tín trong và ngoài nước. | Bác sĩ Lâm Thị Mai Liên tốt nghiệp tại Đại học Y Dược Thành phố Hồ Chí Minh năm 1996 và tiếp tục có bằng Bác sĩ Chuyên khoa I về Nhi khoa vào năm 1999.",https://www.hanhphuchospital.com/bac-si/bs-cki-lam-thi-mai-lien/
doctor_bs-cki-cao-thanh-vinh,BS.CKI. Cao Thanh Vinh,Bác sĩ Nội tiêu hóa,"Cao Thanh Vinh đã sớm xác định hướng đi chuyên sâu trong lĩnh vực Nội Tiêu hóa, không ngừng trau dồi kiến thức và kinh nghiệm thực tiễn để mang đến hiệu quả điều trị tối ưu cho bệnh nhân. Không chỉ tích lũy kinh nghiệm qua quá trình công tác tại Bệnh viện Thành phố Thủ Đức, Bệnh viện Quốc tế Columbia Asia Gia Định, Bệnh viện Hoàn Mỹ Sài Gòn và Trung tâm Y khoa Hoàn Mỹ Tân Phú, bác sĩ còn chủ động trau dồi chuyên môn và xây dựng được nền tảng vững chắc về hồi sức nội khoa, tiêu hóa và nội soi can thiệp – những lĩnh vực đòi hỏi sự tỉ mỉ và chính xác cao. Tốt nghiệp Bác sĩ Đa khoa và hoàn thành Chuyên khoa I – Nội tổng quát tại Trường Đại học Y khoa Phạm Ngọc Thạch, BS.CKI.","Tốt nghiệp Bác sĩ Đa khoa và hoàn thành Chuyên khoa I – Nội tổng quát tại Trường Đại học Y khoa Phạm Ngọc Thạch, BS.CKI. | Cao Thanh Vinh đã sớm xác định hướng đi chuyên sâu trong lĩnh vực Nội Tiêu hóa, không ngừng trau dồi kiến thức và kinh nghiệm thực tiễn để mang đến hiệu quả điều trị tối ưu cho bệnh nhân. | Không chỉ tích lũy kinh nghiệm qua quá trình công tác tại Bệnh viện Thành phố Thủ Đức, Bệnh viện Quốc tế Columbia Asia Gia Định, Bệnh viện Hoàn Mỹ Sài Gòn và Trung tâm Y khoa Hoàn Mỹ Tân Phú, bác sĩ còn chủ động trau dồi chuyên môn và xây dựng được nền tảng vững chắc về hồi sức nội khoa, tiêu hóa và nội soi can thiệp – những lĩnh vực đòi hỏi sự tỉ mỉ và chính xác cao. | Cao Thanh Vinh luôn chú trọng kết hợp chuyên môn y học với sự đồng cảm trong giao tiếp, giúp người bệnh cảm thấy an tâm trong suốt quá trình điều trị. | Khám, chẩn đoán và điều trị các bệnh lý dạ dày – ruột, gan mật, tụy | Nội soi tiêu hóa chẩn đoán và can thiệp, tầm soát ung thư tiêu hóa | Điều trị và theo dõi bệnh nhân nội khoa, hồi sức tích cực",https://www.hanhphuchospital.com/bac-si/bs-cki-cao-thanh-vinh/
doctor_bs-cki-nguyen-van-nhan,BS.CKI. Nguyễn Văn Nhân,Bác sĩ Chẩn đoán Hình ảnh,Bác sĩ Nguyễn Văn Nhân có hơn 25 năm kinh nghiệm trong lĩnh vực chẩn đoán hình ảnh và được đánh giá cao bởi chuyên môn và sự tận tâm với sức khỏe người bệnh. Bác sĩ Nguyễn Văn Nhân tốt nghiệp Bác sĩ Y khoa tại Đại học Y Dược Huế vào năm 1999 và nhận bằng Bác sĩ Chuyên khoa I về Chẩn đoán hình ảnh tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2008.,Bác sĩ Nguyễn Văn Nhân có hơn 25 năm kinh nghiệm trong lĩnh vực chẩn đoán hình ảnh và được đánh giá cao bởi chuyên môn và sự tận tâm với sức khỏe người bệnh. | Bác sĩ Nguyễn Văn Nhân tốt nghiệp Bác sĩ Y khoa tại Đại học Y Dược Huế vào năm 1999 và nhận bằng Bác sĩ Chuyên khoa I về Chẩn đoán hình ảnh tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2008.,https://www.hanhphuchospital.com/bac-si/bs-cki-nguyen-van-nhan/
doctor_bs-cki-trinh-minh-duc,BS.CKI. Trịnh Minh Đức,Bác sĩ Gây mê hồi sức,"Với 18 năm kinh nghiệm trong lĩnh vực gây mê, hồi sức và giảm đau, đặc biệt là giảm đau sau phẫu thuật và giảm đau sản khoa, Bác sĩ Trịnh Minh Đức đã gây mê thành công, chăm sóc tích cực và kiểm soát cơn đau an toàn cho nhiều người bệnh trong suốt sự nghiệp của mình. Bác sĩ Trịnh Minh Đức cũng thường xuyên tham gia các khóa đào tạo và hội nghị chuyên sâu trong và ngoài nước để nâng cao kiến thức, cập nhật và áp dụng các phác đồ tiên tiến phù hợp. Bác sĩ Trịnh Minh Đức tốt nghiệp Bác sĩ đa khoa tại Trường Đại học Tây Nguyên vào năm 2002 và nhận bằng Bác sĩ Chuyên khoa I về Gây mê hồi sức tại Đại học Y Dược Thành phố Hồ Chí Minh năm 2008.","Với 18 năm kinh nghiệm trong lĩnh vực gây mê, hồi sức và giảm đau, đặc biệt là giảm đau sau phẫu thuật và giảm đau sản khoa, Bác sĩ Trịnh Minh Đức đã gây mê thành công, chăm sóc tích cực và kiểm soát cơn đau an toàn cho nhiều người bệnh trong suốt sự nghiệp của mình. | Bác sĩ Trịnh Minh Đức cũng thường xuyên tham gia các khóa đào tạo và hội nghị chuyên sâu trong và ngoài nước để nâng cao kiến thức, cập nhật và áp dụng các phác đồ tiên tiến phù hợp. | Bác sĩ Trịnh Minh Đức tốt nghiệp Bác sĩ đa khoa tại Trường Đại học Tây Nguyên vào năm 2002 và nhận bằng Bác sĩ Chuyên khoa I về Gây mê hồi sức tại Đại học Y Dược Thành phố Hồ Chí Minh năm 2008.",https://www.hanhphuchospital.com/bac-si/bs-cki-trinh-minh-duc/
doctor_bac-sy-ckii-tran-duc-tuan,BS.CKII. Trần Đức Tuấn,Phó khoa Sản – Phụ khoa,"Bác sĩ Trần Đức Tuấn là chuyên gia với hơn 20 năm kinh nghiệm trong lĩnh vực Sản – Phụ khoa và công tác tại nhiều cơ sở uy tín tại thành phố Hồ Chí Minh. Năm 2004, bác sĩ Đức Tuấn tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Huế và sở hữu bằng Bác sĩ Chuyên khoa I và II về Sản – Phụ khoa tại Đại học Y Dược Thành phố Hồ Chí Minh (2011) và Đại học Y Khoa Phạm Ngọc Thạch – Thành phố Hồ Chí Minh (2018). Bên cạnh đó, bác sĩ Tuấn còn là thành viên của Hội Sản – Phụ khoa Việt Nam; Hội Sản – Phụ khoa Thành phố Hồ Chí Minh với nhiều đóp góp cho các công trình nghiên cứu và bài báo khoa học trên các tạp chí y khoa.","Bác sĩ Trần Đức Tuấn là chuyên gia với hơn 20 năm kinh nghiệm trong lĩnh vực Sản – Phụ khoa và công tác tại nhiều cơ sở uy tín tại thành phố Hồ Chí Minh. | Bên cạnh đó, bác sĩ Tuấn còn là thành viên của Hội Sản – Phụ khoa Việt Nam; Hội Sản – Phụ khoa Thành phố Hồ Chí Minh với nhiều đóp góp cho các công trình nghiên cứu và bài báo khoa học trên các tạp chí y khoa. | Năm 2004, bác sĩ Đức Tuấn tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Huế và sở hữu bằng Bác sĩ Chuyên khoa I và II về Sản – Phụ khoa tại Đại học Y Dược Thành phố Hồ Chí Minh (2011) và Đại học Y Khoa Phạm Ngọc Thạch – Thành phố Hồ Chí Minh (2018).",https://www.hanhphuchospital.com/bac-si/bac-sy-ckii-tran-duc-tuan/
doctor_thac-si-bac-si-nguyen-thi-tuyet-anh,ThS.BS. Nguyễn Thị Tuyết Anh,Trưởng khoa Sản – Phụ khoa,"Thạc sĩ – Bác sĩ Nguyễn Thị Tuyết Anh là chuyên gia với hơn 20 năm kinh nghiệm trong lĩnh vực Sản – Phụ khoa, từng công tác tại nhiều cơ sở uy tín tại khu vực thành phố Hồ Chí Minh. Bác sĩ Tuyết Anh tốt nghiệp Bác sĩ Đa Khoa vào năm 1998 và có bằng Thạc sĩ chuyên ngành Sản phụ khoa tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2006.","Thạc sĩ – Bác sĩ Nguyễn Thị Tuyết Anh là chuyên gia với hơn 20 năm kinh nghiệm trong lĩnh vực Sản – Phụ khoa, từng công tác tại nhiều cơ sở uy tín tại khu vực thành phố Hồ Chí Minh. | Bác sĩ Tuyết Anh tốt nghiệp Bác sĩ Đa Khoa vào năm 1998 và có bằng Thạc sĩ chuyên ngành Sản phụ khoa tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2006.",https://www.hanhphuchospital.com/bac-si/thac-si-bac-si-nguyen-thi-tuyet-anh/
doctor_bs-cki-chu-minh-tuan,BS.CKI Chu Minh Tuấn,Trưởng khoa Ngoại tổng hợp,"Bác sĩ Chu Minh Tuấn là chuyên gia với hơn 10 năm kinh nghiệm trong lĩnh vực điều trị Ngoại khoa. Bác sĩ Tuấn tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2011. Sau đó, tiếp tục theo học và tốt nghiệp Bằng chuyên khoa cấp 1, Ngoại khoa, tại Đại học Y Dược Thành phố Hồ Chí Minh năm 2018, đồng thời bác Tuấn cũng không ngừng nâng cao chuyên môn khi xuyên tham gia các khóa đào tạo, hội thảo cập nhật kiến thức chuyên môn.","Bác sĩ Chu Minh Tuấn là chuyên gia với hơn 10 năm kinh nghiệm trong lĩnh vực điều trị Ngoại khoa. | Bác sĩ Tuấn cũng là một trong những bác sĩ được đánh giá cao về tay nghề, chuyên môn và sự tận tâm trong công tác điều trị, chăm sóc bệnh nhân, mang đến dịch vụ điều trị chất lượng cao và hiệu quả cho người bệnh. | Bác sĩ Tuấn tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2011. | Sau đó, tiếp tục theo học và tốt nghiệp Bằng chuyên khoa cấp 1, Ngoại khoa, tại Đại học Y Dược Thành phố Hồ Chí Minh năm 2018, đồng thời bác Tuấn cũng không ngừng nâng cao chuyên môn khi xuyên tham gia các khóa đào tạo, hội thảo cập nhật kiến thức chuyên môn.",https://www.hanhphuchospital.com/bac-si/bs-cki-chu-minh-tuan/
doctor_bs-cki-nguyen-ngoc-mai-huy,BS.CKI. Nguyễn Ngọc Mai Huy,Bác sĩ điều trị khoa cấp cứu,"Bác sĩ Nguyễn Ngọc Mai Huy là chuyên gia có 17 năm kinh nghiệm điều trị các trường hợp cấp cứu và được người bệnh cùng đồng nghiệp đánh giá cao bởi chuyên môn y khoa sâu rộng. Bác sĩ Nguyễn Ngọc Mai Huy tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2002 và nhận bằng Bác sĩ Chuyên khoa I về Nội tiết tại đây vào năm 2015. Hiện tại, Bác sĩ Nguyễn Ngọc Mai Huy là Phó Chủ tịch Hội đồng Khoa Cấp cứu và Chẩn đoán Hình ảnh 24 giờ tại Bệnh viện Quốc tế Hạnh Phúc.","Bác sĩ Nguyễn Ngọc Mai Huy là chuyên gia có 17 năm kinh nghiệm điều trị các trường hợp cấp cứu và được người bệnh cùng đồng nghiệp đánh giá cao bởi chuyên môn y khoa sâu rộng. | Hiện tại, Bác sĩ Nguyễn Ngọc Mai Huy là Phó Chủ tịch Hội đồng Khoa Cấp cứu và Chẩn đoán Hình ảnh 24 giờ tại Bệnh viện Quốc tế Hạnh Phúc. | Bác sĩ Nguyễn Ngọc Mai Huy tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2002 và nhận bằng Bác sĩ Chuyên khoa I về Nội tiết tại đây vào năm 2015.",https://www.hanhphuchospital.com/bac-si/bs-cki-nguyen-ngoc-mai-huy/
